YearsExperience,EducationLevel,Salary
18.9,PhD,120000
11.1,Master,90126
17.2,Bachelor,90445
7.5,Bachelor,81321
7.4,PhD,101915
19.7,PhD,120000
10.9,Bachelor,92666
3.7,Master,40000
5.2,,75745
10.2,Master,120000
1.8,PhD,76318
9.8,Bachelor,94797
9.0,Master,53145
15.8,PhD,61867
7.7,Master,112981
19.7,,71961
4.4,Master,69015
12.2,Bachelor,72091
2.7,Bachelor,116351
14.9,Bachelor,54221
19.9,Master,120000
16.6,Master,79838
11.6,Bachelor,105791
10.2,Bachelor,116772
,Master,71785
18.8,Master,57983
,PhD,60731
8.5,Bachelor,109450
19.8,Master,65509
4.0,Master,63562
5.8,Master,58453
2.7,PhD,74848
6.2,Bachelor,53125
15.6,Bachelor,115981
17.2,PhD,114813
15.8,PhD,77713
13.0,Bachelor,87313
10.8,Bachelor,95563
14.5,Master,108906
8.4,PhD,90849
17.0,PhD,94685
13.9,Bachelor,102075
,Master,95159
11.2,Master,74619
17.8,Bachelor,73965
,,64447
8.2,Master,83726
15.8,,83775
10.4,PhD,86402
,Bachelor,66885
7.6,Bachelor,109319
8.0,Master,48561
17.9,Bachelor,100435
9.8,Bachelor,91438
10.8,PhD,75411
7.3,Bachelor,74887
,Bachelor,104858
13.5,PhD,80589
3.3,Bachelor,114079
17.7,Master,111481
15.8,,98567
4.6,,106090
14.2,PhD,90757
12.5,Master,78355
4.5,Bachelor,120000
6.2,Bachelor,60449
8.8,Bachelor,61215
14.3,Master,68829
13.1,PhD,93728
11.1,PhD,49061
15.6,PhD,120000
15.4,Master,80469
12.7,Bachelor,109566
16.0,Bachelor,60287
7.4,Bachelor,75268
,Master,46226
12.7,PhD,65588
,Bachelor,87053
11.4,Bachelor,120000
,Master,73090
11.3,PhD,93895
8.1,PhD,79113
14.3,Bachelor,52555
10.0,Master,90429
,Master,44967
13.9,,118440
14.0,PhD,100271
5.1,Master,77743
19.7,Master,100739
17.0,Bachelor,49456
,PhD,111675
,Master,111183
11.2,PhD,113225
3.6,,62926
11.2,PhD,67419
3.8,,82444
11.5,Bachelor,117165
13.3,Bachelor,120000
,Master,70327
,Bachelor,102904
17.6,PhD,120000
3.1,,70426
16.0,Bachelor,116879
4.2,,60717
1.7,Bachelor,74106
4.5,,57796
15.5,PhD,83999
8.7,Master,109194
17.6,PhD,97390
11.0,PhD,66589
1.4,PhD,65161
14.6,Master,88076
3.1,Bachelor,86960
16.0,PhD,90140
4.2,Master,45836
7.6,PhD,102000
15.5,Master,118507
19.1,Master,88674
8.1,Master,100695
16.8,PhD,120000
4.6,PhD,99592
16.3,PhD,100690
13.5,,102437
4.7,Bachelor,61367
6.7,Master,97840
3.5,PhD,108967
8.3,Bachelor,69164
4.9,PhD,112501
13.2,Master,96840
19.9,Master,84055
1.2,Bachelor,95635
11.3,Bachelor,73617
11.9,PhD,108043
18.4,Bachelor,80185
10.6,Master,120000
,Master,96083
10.0,PhD,103001
6.1,PhD,118338
2.1,Master,57890
,Bachelor,96859
2.0,Bachelor,49964
11.5,PhD,114495
6.8,Master,93033
,Master,120000
3.6,Master,108850
18.7,PhD,59899
18.0,Bachelor,53746
4.6,PhD,98746
7.5,Master,78418
12.7,Master,59872
2.8,Bachelor,45057
7.7,Bachelor,83258
5.8,Master,44588
18.4,Master,120000
17.2,Master,117766
12.0,Master,112300
10.9,Bachelor,44716
18.7,Bachelor,50361
18.7,Master,97429
,PhD,120000
3.4,Bachelor,68495
4.1,Bachelor,76213
13.9,Master,60484
11.3,Bachelor,98548
1.4,Bachelor,89859
2.2,Master,47519
17.9,PhD,84082
17.5,PhD,103900
7.8,Bachelor,86000
17.9,Bachelor,92097
12.3,PhD,102258
16.3,Bachelor,94997
9.1,Bachelor,89980
3.2,Bachelor,115226
9.2,PhD,116404
,Master,76794
11.5,PhD,62399
3.0,Master,102710
19.8,PhD,73339
5.6,Bachelor,112672
4.8,PhD,54069
11.0,Master,117870
11.2,PhD,91807
9.4,PhD,102245
15.7,Bachelor,77575
10.8,Master,120000
12.6,Bachelor,64052
14.8,Bachelor,66939
1.5,Master,42731
11.8,Bachelor,120000
17.8,Master,84110
1.3,Master,95564
8.7,PhD,103079
18.6,PhD,109460
7.7,PhD,98001
9.7,Master,83386
19.6,PhD,105849
4.8,Master,99396
2.2,PhD,55255
17.3,,50296
17.5,PhD,59816
10.0,Master,71035
10.8,Bachelor,79958
16.9,Master,103475
15.0,PhD,120000
6.0,Bachelor,58089
1.3,PhD,111186
10.1,PhD,96778
17.3,Bachelor,70569
18.0,PhD,100965
19.2,Master,119125
17.7,Bachelor,55008
12.0,Master,78440
9.4,Bachelor,42618
15.7,Master,66352
15.1,PhD,94043
11.2,Master,112964
2.7,PhD,100011
18.6,Master,81669
9.7,PhD,117193
7.9,,75584
13.0,Master,116537
13.8,Bachelor,79807
5.0,Bachelor,115071
16.9,,104658
6.5,PhD,120000
4.5,Bachelor,56107
8.7,Bachelor,92506
14.9,PhD,116555
19.3,Master,99902
16.4,PhD,75975
18.9,Master,51744
3.7,Master,61686
2.4,Bachelor,63354
11.6,Bachelor,120000
6.5,PhD,115871
16.7,Bachelor,53091
,Bachelor,116587
19.4,Bachelor,62645
,Bachelor,66224
10.2,Bachelor,57692
10.5,Master,113291
5.5,Bachelor,102669
12.2,PhD,74230
9.4,PhD,96904
9.5,Master,63702
7.9,PhD,67695
1.3,,72168
,Bachelor,59715
7.4,Master,118884
1.0,Bachelor,92313
6.9,,68153
6.3,Bachelor,62924
8.5,Bachelor,40000
3.5,Bachelor,68448
10.6,Master,78108
14.2,PhD,71233
13.0,Bachelor,96285
16.3,Master,85263
9.6,PhD,70281
,PhD,117544
16.4,Master,73443
9.1,PhD,73231
14.3,Bachelor,79346
9.3,Bachelor,64423
8.9,PhD,61240
15.4,PhD,65130
4.3,Bachelor,116637
7.4,PhD,109088
5.3,PhD,95210
7.8,PhD,83131
5.4,Master,88771
12.0,Master,67031
16.2,Master,53497
15.9,PhD,79413
,Bachelor,89703
19.8,PhD,52927
,Bachelor,44061
8.6,Master,58609
16.9,Master,72481
14.9,PhD,74260
15.2,PhD,48578
4.7,PhD,71714
9.9,Bachelor,66542
17.4,Master,49511
10.6,Master,70605
,Master,42545
12.2,Master,107223
17.0,PhD,69235
6.4,PhD,73610
11.9,Master,45999
3.3,Master,58540
14.1,PhD,72059
14.9,Bachelor,115116
1.8,Master,108124
13.8,PhD,51499
8.9,Bachelor,94337
,Master,63343
,Bachelor,53528
,Bachelor,94803
8.9,,65862
8.3,Master,71436
15.0,Master,102383
15.7,Bachelor,90017
12.5,PhD,120000
1.4,PhD,110252
18.7,Master,111823
14.0,,71592
1.6,Master,41220
,Bachelor,96474
4.8,Master,120000
12.0,Bachelor,77682
9.9,PhD,120000
9.0,Bachelor,55993
17.9,Master,61815
9.3,PhD,56637
2.4,PhD,78422
19.0,Bachelor,102907
18.5,Master,70123
14.0,Bachelor,116704
9.9,PhD,96625
2.8,Master,74808
16.0,PhD,105118
2.4,Bachelor,45838
2.3,Master,105777
11.2,Master,70414
4.0,PhD,66232
1.1,Master,82556
9.0,PhD,111689
3.6,Master,89793
4.0,PhD,101092
2.5,PhD,114956
4.9,Master,57803
14.6,Bachelor,111257
,PhD,76207
9.6,PhD,55439
10.6,Bachelor,66272
1.6,Bachelor,58499
2.3,Master,56075
5.9,PhD,79769
11.3,Bachelor,55566
15.1,Master,104385
12.5,PhD,89851
8.5,Master,107091
3.2,PhD,73153
15.8,Master,112003
7.9,PhD,52783
15.0,Master,96573
10.7,Bachelor,66920
15.0,Master,86313
,PhD,68951
18.5,Master,109103
11.2,Bachelor,113046
10.7,Bachelor,106961
6.0,Master,56185
18.8,Master,59521
9.7,PhD,120000
3.4,Master,83963
9.2,Master,111224
3.4,PhD,84439
10.5,Master,120000
11.7,Bachelor,114414
7.4,Master,90976
2.4,Master,48191
18.9,PhD,73848
,Master,115767
16.9,Master,110803
8.0,PhD,60420
15.5,Master,85410
,,114775
4.8,Bachelor,92760
3.4,Master,108544
7.6,,110391
3.6,Bachelor,107546
20.0,Bachelor,54893
1.9,Bachelor,48457
9.4,PhD,51643
9.6,Bachelor,116556
6.7,Master,79950
11.9,Bachelor,59253
3.8,Master,77200
15.9,Master,81463
7.3,Bachelor,115930
12.2,Bachelor,109594
14.6,Bachelor,99419
17.9,PhD,49494
16.9,PhD,120000
12.6,Bachelor,59970
8.4,Bachelor,87644
10.6,PhD,52608
15.6,Bachelor,43371
17.7,Master,48264
3.0,Master,82700
8.3,Master,93935
15.7,Master,51203
,Master,65734
,Master,103603
8.8,Master,46304
12.5,PhD,66364
20.0,Master,78664
10.4,Bachelor,113306
5.0,PhD,64936
4.1,Master,120000
1.8,Master,72199
11.6,Bachelor,71021
11.3,PhD,58160
4.9,Bachelor,93788
14.2,PhD,79418
15.1,,90669
5.9,PhD,60836
,Master,73195
19.8,Master,109214
8.1,PhD,108171
15.5,Master,56373
,Master,81097
16.1,Bachelor,98596
15.6,PhD,51744
,Bachelor,80849
17.2,Master,70897
18.8,Bachelor,81186
12.0,Bachelor,103901
5.5,PhD,69634
8.6,Bachelor,41675
15.4,Bachelor,59735
13.4,Bachelor,114741
4.4,Master,111591
2.0,PhD,41933
14.0,PhD,80481
5.8,Bachelor,59961
10.5,Bachelor,97217
15.2,Bachelor,81239
11.7,Bachelor,120000
2.6,PhD,67734
4.5,Bachelor,90579
5.2,PhD,96901
5.9,PhD,112375
11.7,PhD,91160
10.6,Bachelor,100958
4.9,Bachelor,66485
,PhD,71675
4.3,Bachelor,116562
19.7,Bachelor,120000
9.9,Bachelor,102039
17.5,Master,77268
,Bachelor,120000
10.7,Master,51056
,Bachelor,58739
4.7,Bachelor,94654
14.1,PhD,69871
6.2,Master,120000
16.8,Bachelor,79262
2.6,Bachelor,74877
15.7,PhD,104272
2.9,Bachelor,99711
17.7,Master,85956
,PhD,62560
13.4,PhD,113719
10.3,Bachelor,65661
,Master,47909
13.3,Master,94468
19.0,Bachelor,54922
1.8,PhD,120000
,Bachelor,92677
12.6,Bachelor,120000
16.3,Bachelor,77677
8.3,Master,120000
10.0,PhD,53691
17.5,Master,46589
8.9,,50483
11.2,PhD,91676
1.4,Master,48631
4.0,Bachelor,81346
13.2,Master,64811
14.6,Master,70908
12.1,Master,92402
3.7,Bachelor,54293
9.5,Master,98110
7.7,PhD,90229
10.4,Master,112770
17.5,Bachelor,79138
15.7,Bachelor,119031
2.6,,85484
17.9,Bachelor,120000
10.0,Master,44396
15.1,PhD,117565
3.7,Master,112592
,Bachelor,48449
5.5,Bachelor,89808
9.3,Bachelor,95168
1.3,Bachelor,91431
3.9,Bachelor,48834
,PhD,98919
5.6,PhD,52357
,Master,111206
14.1,Bachelor,45590
1.6,,56372
12.7,Master,72562
3.7,Master,95553
19.0,Bachelor,120000
18.7,PhD,59519
5.3,Bachelor,59917
12.7,Bachelor,77239
1.5,Master,103032
18.7,Bachelor,85921
10.9,Bachelor,71269
1.8,,92756
7.5,Bachelor,63255
2.5,PhD,73996
8.5,Bachelor,62317
13.7,PhD,107968
9.9,Master,120000
,Master,105745
3.3,Master,77117
,Master,90034
2.9,Master,57823
16.3,PhD,103960
3.6,PhD,97803
12.3,Master,109092
,PhD,63596
5.3,Master,105574
13.1,Master,105952
9.7,Bachelor,66082
8.6,Bachelor,94747
12.3,PhD,119812
10.3,Master,120000
6.8,PhD,103023
11.6,PhD,53311
13.7,,106785
1.5,Master,90435
,PhD,73398
,Master,49037
4.5,PhD,56393
11.6,Master,45373
17.5,Master,101909
17.8,PhD,63563
2.3,Bachelor,50267
9.0,Bachelor,76148
12.1,Master,79186
3.8,Master,60055
15.5,Master,53822
15.1,Bachelor,57753
18.2,Bachelor,104584
,PhD,54973
5.1,Bachelor,90189
,PhD,56354
13.7,Bachelor,53869
18.0,Bachelor,68381
2.1,Master,46918
12.3,Bachelor,55707
11.8,PhD,73024
1.7,PhD,69647
,Bachelor,111846
12.6,Bachelor,48064
4.6,Master,111472
6.2,Master,99570
13.2,Bachelor,116379
9.9,PhD,64140
17.3,Master,108986
7.5,,63352
,PhD,56013
19.7,PhD,60722
,PhD,120000
1.6,Bachelor,64714
15.6,Master,120000
3.1,Master,70045
1.5,Master,111254
6.2,,120000
6.1,PhD,117612
16.6,PhD,87154
14.5,Master,115840
,PhD,120000
14.5,PhD,71146
8.9,Master,82603
14.3,PhD,97184
20.0,Bachelor,64720
,Bachelor,108028
15.5,Bachelor,50196
18.8,Bachelor,92477
,Bachelor,52534
14.4,PhD,64117
17.2,PhD,69164
19.1,Master,117017
5.0,Bachelor,58151
10.6,Bachelor,105514
13.9,,106317
5.7,PhD,81820
12.4,PhD,58801
5.9,Bachelor,52608
7.3,Bachelor,81334
9.4,PhD,42167
11.1,Bachelor,88716
9.5,Bachelor,116097
10.4,Master,50430
6.7,Bachelor,85837
4.0,Master,120000
1.9,Master,110433
4.7,PhD,115669
12.1,Master,111722
,Bachelor,62465
,PhD,120000
3.1,Master,116498
15.2,Master,79170
6.8,Bachelor,67844
,Master,79337
14.6,PhD,77863
,Bachelor,55749
6.5,Bachelor,104527
11.0,PhD,86621
2.5,PhD,83816
,Master,40257
4.3,Bachelor,104422
15.7,Master,62040
10.8,Bachelor,46807
1.2,Master,99200
13.8,Master,79703
9.1,Master,47426
10.7,Master,75273
5.1,PhD,103305
11.5,Master,100426
19.6,Bachelor,79979
2.4,PhD,60931
6.4,,97022
5.6,Master,106798
5.7,Master,102246
,Bachelor,106995
16.5,PhD,94797
18.3,PhD,109676
4.8,PhD,120000
11.3,Master,101505
13.1,Bachelor,112115
10.9,PhD,92002
9.2,Bachelor,107500
4.6,Master,87117
10.3,Bachelor,112910
8.6,PhD,48955
16.1,Bachelor,94758
15.5,PhD,118568
3.5,PhD,62496
2.7,PhD,96662
18.3,Master,111643
11.2,PhD,69284
17.3,,76622
2.1,Master,79200
11.0,Master,87838
11.2,Bachelor,50324
17.4,PhD,55344
2.9,Bachelor,40000
5.6,Bachelor,59802
8.7,Master,68307
,PhD,100436
18.8,Bachelor,94938
19.9,Master,106361
19.2,,54257
1.1,PhD,78717
1.9,Bachelor,60794
3.8,PhD,119306
,Bachelor,102982
16.8,Master,119304
18.0,PhD,56656
4.5,Bachelor,101529
12.8,PhD,94761
18.4,Bachelor,108200
9.8,Master,91901
3.0,Bachelor,90558
9.7,Bachelor,48953
8.1,Master,95971
12.0,Bachelor,59333
9.3,Master,47008
1.3,Bachelor,54129
19.9,Bachelor,116748
11.3,Bachelor,76166
10.0,PhD,113088
,PhD,120000
4.0,PhD,113784
4.6,Master,109655
,Master,120000
6.0,PhD,71776
16.2,PhD,61156
6.2,Master,91996
1.6,PhD,77010
10.8,PhD,54448
4.7,,96788
15.4,Master,92204
13.2,PhD,114399
18.5,Master,94306
15.9,PhD,94480
4.4,Master,79841
16.2,PhD,91002
13.2,PhD,120000
13.7,PhD,60913
16.8,Bachelor,89755
,Master,100396
9.9,Master,84932
13.1,Master,64984
6.7,Master,62896
4.5,Bachelor,59245
12.7,Master,72557
5.4,PhD,119708
2.5,Master,79019
1.0,Master,60575
12.6,Bachelor,79916
7.9,Master,53414
15.3,PhD,119858
8.1,PhD,79278
,Bachelor,115853
8.7,Master,66194
13.4,Bachelor,102987
7.8,Master,65384
19.3,,57976
18.8,PhD,55006
17.1,PhD,102341
18.5,PhD,80747
,Master,80554
11.2,PhD,111528
15.1,Master,73258
14.2,Bachelor,65447
17.9,Master,108604
14.6,PhD,85106
20.0,Master,111434
7.6,,72479
16.8,Bachelor,72659
,,61009
14.1,PhD,117692
7.2,PhD,120000
15.9,Master,119034
18.1,Master,78428
,PhD,108374
12.9,PhD,81220
8.5,Master,85027
19.8,PhD,116671
10.1,Bachelor,56576
5.3,Bachelor,62671
8.3,Master,73383
13.4,Master,109920
2.4,Bachelor,72470
12.5,Bachelor,75636
,PhD,120000
17.2,Master,75610
2.3,PhD,65392
19.9,Bachelor,94369
14.3,Master,108499
4.1,Bachelor,48673
1.2,PhD,94859
4.3,Bachelor,46484
,Bachelor,83215
1.4,PhD,56890
5.4,Master,71673
15.4,Master,79775
,PhD,116740
15.9,PhD,100114
15.2,PhD,120000
2.0,Master,95957
18.0,Bachelor,47681
5.3,,69284
11.5,PhD,118699
13.2,PhD,103499
4.2,PhD,116807
19.5,Bachelor,52899
10.3,PhD,64125
2.1,PhD,74727
18.8,Master,75796
12.1,Master,62926
,Master,80105
,Master,102524
,Master,67998
1.6,Master,49833
6.1,Bachelor,95084
9.9,Bachelor,85171
2.5,Bachelor,88410
14.4,Master,75257
8.5,Bachelor,112474
6.2,PhD,79164
,PhD,120000
14.7,Bachelor,95492
,Master,59044
8.5,Master,65349
,Master,87616
,Master,85396
12.8,PhD,99772
1.2,Bachelor,49631
10.3,Bachelor,97414
13.2,PhD,113684
18.4,Bachelor,113882
8.2,PhD,90542
15.5,Bachelor,117490
12.4,PhD,79045
18.6,PhD,60067
8.6,PhD,107859
7.1,PhD,66006
17.9,Bachelor,105949
,PhD,64074
3.6,PhD,49441
2.6,PhD,57989
17.0,Master,73569
1.2,Master,43924
17.4,Bachelor,62129
,Bachelor,102030
1.1,Bachelor,100384
8.6,PhD,116588
4.5,Bachelor,115487
12.9,PhD,74328
13.9,Bachelor,112521
10.3,Bachelor,82998
1.8,Master,81262
13.5,PhD,93201
17.0,PhD,57901
14.7,Master,108482
16.8,PhD,86327
,Bachelor,52000
,PhD,61272
7.1,Master,57809
1.3,Bachelor,118017
17.0,PhD,120000
,Bachelor,70425
13.5,PhD,74839
5.4,Bachelor,61662
5.8,Master,120000
9.9,Bachelor,55717
18.1,PhD,120000
3.8,PhD,92366
16.7,Bachelor,111915
6.5,Master,89698
16.4,PhD,104202
18.5,Master,99313
9.1,PhD,114824
7.9,,111060
16.2,Bachelor,90830
11.1,PhD,92076
14.0,Master,115944
12.8,Master,119445
3.9,Bachelor,95295
,Master,50804
4.7,Master,54307
18.7,Bachelor,120000
5.8,Bachelor,43653
,Bachelor,60388
6.4,PhD,58937
7.0,Bachelor,96505
6.9,PhD,88688
15.2,Master,74988
11.6,Master,68852
17.8,PhD,111569
6.8,Master,119841
14.1,Bachelor,48647
15.3,Master,55158
3.9,Master,91856
8.6,Bachelor,106198
10.2,PhD,118476
7.8,PhD,97705
7.1,Master,115647
14.0,Bachelor,65144
5.1,Master,50191
,Master,97159
,PhD,106899
11.7,Bachelor,96698
12.6,Bachelor,120000
2.3,Bachelor,103843
17.4,Master,98384
6.4,PhD,53705
12.7,Bachelor,46688
19.6,PhD,106643
12.3,Master,60780
14.8,Master,55837
9.5,Master,120000
2.1,PhD,111659
16.2,Bachelor,53928
1.7,PhD,106134
14.3,PhD,52385
1.4,Master,64360
17.4,PhD,107145
4.0,Master,103094
10.8,PhD,40000
12.3,PhD,70750
,Bachelor,62330
7.5,PhD,120000
9.9,PhD,98765
6.9,Master,74312
9.3,PhD,41844
7.8,Bachelor,90662
11.8,Master,94683
5.5,PhD,111208
19.8,PhD,74482
10.5,PhD,120000
4.7,PhD,74789
10.1,PhD,63235
17.5,PhD,73256
1.4,Bachelor,78308
13.9,Bachelor,114979
11.4,Master,110957
4.2,PhD,91170
16.5,Master,69336
8.0,Master,55832
6.6,Bachelor,76296
16.7,Bachelor,99265
13.1,PhD,112133
18.1,PhD,60833
13.0,Bachelor,54697
15.1,Master,75003
16.9,Bachelor,113874
2.0,,94161
15.7,PhD,70375
12.7,PhD,68563
2.3,Master,52362
10.7,Master,80026
2.6,Bachelor,115163
15.0,Bachelor,120000
11.4,Master,82094
19.1,Bachelor,56730
4.5,PhD,88888
,PhD,107980
5.0,Bachelor,43500
12.7,PhD,115261
14.7,PhD,103924
14.7,PhD,85079
16.5,Master,99777
17.2,Bachelor,102503
2.5,Bachelor,91016
7.5,Master,44970
14.1,Bachelor,53703
10.5,Master,68616
4.6,PhD,103169
,PhD,75640
8.7,Bachelor,86357
8.4,Bachelor,105312
,Master,76510
8.7,Bachelor,106300
1.5,Bachelor,85611
2.1,Bachelor,67826
17.3,Bachelor,68400
19.3,Master,115214
14.1,Bachelor,109296
7.9,Master,41049
18.8,Bachelor,120000
13.6,Bachelor,103656
17.0,PhD,68663
15.6,Bachelor,43619
,PhD,75230
10.1,Bachelor,97483
4.5,Bachelor,93306
6.5,Master,59931
15.8,Bachelor,83049
18.0,Bachelor,62985
,PhD,42335
9.8,Master,93589
2.6,PhD,69811
2.1,Bachelor,91466
8.1,PhD,120000
9.8,PhD,62321
12.6,PhD,42639
1.1,Master,49052
19.8,,85176
7.9,Master,98806
17.1,Bachelor,87244
11.2,Bachelor,67617
3.5,Bachelor,65138
16.2,,74660
,PhD,70476
11.0,PhD,89290
10.8,Master,50986
2.7,,106563
13.5,,85603
18.3,PhD,76124
2.8,Bachelor,84605
6.0,Master,120000
18.1,Master,50089
6.4,Master,55567
13.4,Bachelor,76076
11.2,Bachelor,97990
12.3,Master,66735
8.9,Bachelor,120000
6.7,Bachelor,91062
1.9,Master,110307
15.1,Master,67716
15.2,Master,116217
,Master,66060
13.2,Bachelor,53158
5.6,PhD,107588
1.4,Master,40000
16.4,PhD,120000
10.3,Bachelor,83705
6.8,Master,116957
2.9,Bachelor,83507
,Bachelor,108588
7.6,Master,46846
16.3,Master,96695
18.5,Bachelor,103974
18.0,PhD,107750
18.5,Bachelor,52788
18.2,Master,80595
11.0,PhD,84506
5.2,Master,51846
16.2,Bachelor,78512
5.1,Bachelor,112380
6.1,PhD,71488
5.4,Bachelor,75658
10.8,Bachelor,116283
7.1,Master,44894
3.9,Bachelor,90855
9.6,Master,99953
17.6,Master,101482
11.8,Bachelor,98414
17.7,Bachelor,103180
4.7,Master,54447
4.2,PhD,81190
11.9,Master,108841
9.8,Bachelor,49077
13.5,PhD,46874
16.1,Master,119191
15.3,Bachelor,101979
18.9,Bachelor,74078
8.6,Bachelor,120000
4.9,Bachelor,106874
11.5,Master,117373
3.1,Bachelor,109310
6.5,Master,84006
4.9,Master,103181
8.5,Bachelor,93732
3.1,Bachelor,111127
1.6,Master,102033
13.5,Master,59916
12.6,Bachelor,68352
14.5,Master,65412
13.5,PhD,103384
3.2,Bachelor,103803
,Bachelor,82523
3.5,Master,94031
17.0,Bachelor,108647
15.2,Bachelor,78182
4.8,Bachelor,40000
7.5,Bachelor,81678
19.4,Master,119221
12.3,Master,115162
,PhD,69821
,Bachelor,49109
5.0,Master,92732
15.9,PhD,120000
14.0,,94753
13.9,PhD,83252
11.5,PhD,52127
,PhD,120000
,Bachelor,64729
,Master,59346
,Bachelor,97650
17.6,Master,120000
6.9,Bachelor,89471
11.4,Master,89321
14.4,Bachelor,62098
20.0,Master,43852
9.3,PhD,63636
9.1,Bachelor,91740
17.0,Master,62023
16.3,Bachelor,110461
14.9,Bachelor,60595
9.8,PhD,84631
7.2,PhD,90894
12.6,PhD,97225
17.6,Master,69692
17.8,Master,120000
3.1,PhD,82010
9.1,PhD,94807
9.8,PhD,88455
19.6,PhD,51514
13.9,,102227
8.7,Master,83088
,Master,120000
11.7,Master,110143
2.8,PhD,50047
16.9,Bachelor,56004
15.3,Master,74284
9.7,Master,120000
9.2,Bachelor,47866
,Bachelor,95223
6.5,Bachelor,94796
5.7,Master,96136
18.8,PhD,64276
16.4,PhD,66530
,Bachelor,84734
4.7,PhD,54037
3.7,Master,40000
1.5,Bachelor,51974
5.5,PhD,94561
15.7,Bachelor,74634
5.6,PhD,68753
14.9,Master,71799
5.8,Master,49925
8.5,Master,74962
19.7,Master,61839
5.7,Master,98260
,Master,51245
6.7,Bachelor,120000
3.1,Bachelor,44069
10.3,PhD,120000
8.2,Bachelor,112202
14.2,Master,107019
16.5,Bachelor,120000
,PhD,66229
1.6,PhD,51657
12.8,Bachelor,65733
2.1,PhD,59625
12.7,Master,86579
14.0,Bachelor,93320
4.8,Bachelor,50775
16.6,Bachelor,77738
18.3,Bachelor,52023
16.4,PhD,92532
6.8,Bachelor,117425
12.1,Bachelor,83091
18.4,Master,82872
7.1,PhD,77096
16.6,Master,96139
,Master,46433
1.1,Master,116182
15.4,Master,86458
15.5,PhD,75707
16.0,Master,120000
,PhD,120000
3.2,Bachelor,83879
5.4,Master,47907
18.2,Bachelor,103365
4.4,Bachelor,64127
14.0,Bachelor,81833
11.1,PhD,60397
2.6,PhD,82329
6.4,Bachelor,98462
10.9,Master,68440
,Bachelor,120000
14.4,Master,61546
12.8,PhD,46124
10.4,Master,90891
6.7,Master,107713
3.3,Bachelor,116259
8.8,Master,105307
1.5,Master,57122
5.0,,120000
9.2,Bachelor,120000
9.0,Master,61499
1.8,Master,92683
12.2,Master,91922
11.4,PhD,82184
,PhD,120000
18.9,Master,53068
,Bachelor,95086
17.2,Bachelor,56708
1.0,Master,87610
17.8,Bachelor,108554
1.4,Bachelor,51122
15.4,Bachelor,76517
7.9,Master,113400
15.0,Bachelor,102743
,Master,89101
2.3,Master,52414
15.6,Bachelor,78435
2.4,Master,104487
18.5,Master,116468
2.0,Master,59399
10.1,PhD,100367
14.7,Master,53033
8.5,PhD,45315
,Master,78571
15.4,Bachelor,62012
15.9,PhD,57805
18.5,Bachelor,99267
8.1,Bachelor,81179
10.6,Master,108029
7.9,Master,102497
5.9,PhD,103304
15.3,Master,72119
7.5,PhD,66268
9.1,Bachelor,88338
8.7,Bachelor,52944
14.5,PhD,111157
18.4,Master,90820
13.7,PhD,65884
10.0,Bachelor,100411
15.8,Master,120000
13.2,Master,58230
2.2,Master,40746
2.8,Bachelor,116243
1.7,Master,52111
9.7,Bachelor,48104
16.7,Master,78824
6.9,Master,81013
8.3,PhD,85693
18.3,Bachelor,93311
16.9,PhD,117283
13.6,Bachelor,100644
6.1,PhD,120000
3.2,Master,78646
1.3,Bachelor,47155
3.0,Master,118351
6.6,Bachelor,49044
11.5,Bachelor,107834
2.2,Master,40373
3.6,PhD,101374
4.4,Bachelor,114414
13.0,PhD,76119
12.7,PhD,63513
11.5,Master,57543
5.8,Bachelor,82529
8.1,PhD,56822
2.8,Master,91414
5.3,Master,74985
18.1,Bachelor,75517
19.6,Master,83054
13.3,Bachelor,96304
18.4,,67952
13.2,Bachelor,103065
1.6,PhD,111771
19.9,Master,71053
2.9,Master,50679
14.0,Bachelor,100681
5.8,Bachelor,48009
8.4,Master,44178
13.3,Master,88866
9.3,Bachelor,65090
5.8,Bachelor,51739
7.4,Master,120000
,PhD,72338
19.2,PhD,120000
16.2,Master,58850
,Bachelor,109981
,Bachelor,83314
16.4,PhD,60568
4.0,Master,105306
5.0,Master,120000
8.0,PhD,50118
17.7,Master,101535
3.5,Bachelor,81813
3.3,Bachelor,104203
10.4,Bachelor,99609
6.3,Bachelor,41647
,Master,63281
9.6,PhD,73664
9.3,Bachelor,120000
3.1,Master,70249
3.7,Master,90475
16.6,PhD,51458
17.8,PhD,103299
5.5,Bachelor,90040
3.2,Master,99460
,Master,118195
12.6,PhD,59295
14.6,PhD,58761
8.1,PhD,118132
13.9,Master,52751
14.5,Master,105782
18.8,Master,107930
2.2,PhD,106651
4.7,Bachelor,54533
,Master,65946
17.5,Master,90367
16.1,Master,61318
11.9,PhD,100721
2.6,PhD,84390
6.2,Bachelor,71242
6.7,Bachelor,66618
11.7,PhD,116140
5.9,PhD,89743
2.4,,86869
14.9,Master,120000
6.7,,95925
9.6,Master,119368
3.4,Master,53652
,PhD,120000
11.7,PhD,66375
18.1,Bachelor,103048
10.4,Bachelor,112901
18.9,,68728
17.9,Bachelor,78696
12.0,Bachelor,101562
18.7,PhD,59644
7.1,PhD,104141
7.9,Master,46666
1.9,Master,111277
12.2,PhD,67964
,Master,85683
15.7,Master,55398
3.8,PhD,66003
9.4,,76347
4.4,Master,82830
13.6,Bachelor,40000
4.0,Master,109026
18.2,Master,41860
